Date_Time,KCQT
2023-10-09 16:47:00,METAR KCQT 092347Z AUTO 00000KT 10SM CLR 22/15 A2979 RMK AO2 SLP087  T02170150 10256 20217 56015
2023-10-09 17:47:00,METAR KCQT 100047Z AUTO 25003KT 10SM CLR 20/15 A2979 RMK AO2 SLP087  T02000150
2023-10-09 18:47:00,METAR KCQT 100147Z AUTO 25003KT 10SM CLR 19/14 A2980 RMK AO2 SLP088  T01890144
2023-10-09 19:47:00,METAR KCQT 100247Z AUTO 00000KT 10SM CLR 18/15 A2980 RMK AO2 SLP090  T01830150 53003
2023-10-09 20:47:00,KCQT 100347Z AUTO 00000KT 10SM CLR 18/16 A2981 RMK AO2 SLP091  T01830156
2023-10-09 21:47:00,METAR KCQT 100447Z AUTO 00000KT 10SM CLR 18/16 A2981 RMK AO2 SLP094  T01780156
2023-10-09 22:47:00,METAR KCQT 100547Z AUTO 00000KT 10SM CLR 18/16 A2981 RMK AO2 SLP091  T01780156 10217 20178 50002
2023-10-09 23:47:00,METAR KCQT 100647Z AUTO 00000KT 10SM SCT010 18/16 A2981 RMK AO2 SLP091  T01780156
2023-10-10 00:02:00,SPECI KCQT 100702Z AUTO 00000KT 10SM BKN010 18/16 A2980 RMK AO2 T01780156 $
2023-10-10 00:06:00,SPECI KCQT 100706Z AUTO 00000KT 10SM SCT010 18/16 A2980 RMK AO2 T01780156 $
2023-10-10 00:47:00,METAR KCQT 100747Z AUTO 00000KT 10SM CLR 18/16 A2980 RMK AO2 SLP088  T01780156 402560172
2023-10-10 01:47:00,METAR KCQT 100847Z AUTO 00000KT 10SM CLR 17/15 A2979 RMK AO2 SLP087  T01720150 58005
2023-10-10 02:47:00,METAR KCQT 100947Z AUTO 00000KT 10SM CLR 17/15 A2979 RMK AO2 SLP084  T01670150
2023-10-10 03:47:00,METAR KCQT 101047Z AUTO 00000KT 10SM CLR 16/14 A2978 RMK AO2 SLP083  T01610144
2023-10-10 04:47:00,METAR KCQT 101147Z AUTO 00000KT 10SM CLR 16/14 A2978 RMK AO2 SLP083  T01610144 10178 20161 55004
2023-10-10 05:25:00,SPECI KCQT 101225Z AUTO 00000KT 9SM FEW009 17/15 A2978 RMK AO2 T01670150 $
2023-10-10 05:34:00,SPECI KCQT 101234Z AUTO 00000KT 8SM BKN009 17/15 A2978 RMK AO2 T01720150 $
2023-10-10 05:47:00,KCQT 101247Z AUTO VRB03KT 8SM SCT008 17/15 A2978 RMK AO2 SLP084  T01720150
2023-10-10 06:08:00,KCQT 101308Z AUTO VRB03KT 8SM BKN010 17/16 A2979 RMK AO2 CIG  008V012 T01720156
2023-10-10 06:47:00,KCQT 101347Z AUTO 08003KT 9SM OVC011 18/16 A2980 RMK AO2 SLP090  T01780156
2023-10-10 07:47:00,KCQT 101447Z AUTO 00000KT 10SM OVC013 18/15 A2981 RMK AO2 SLP092  T01830150 53008
2023-10-10 08:30:00,SPECI KCQT 101530Z AUTO 00000KT 10SM OVC015 19/15 A2982 RMK AO2 T01890150 $
2023-10-10 08:47:00,METAR KCQT 101547Z AUTO 00000KT 10SM OVC015 19/14 A2982 RMK AO2 SLP096  T01890144
2023-10-10 09:47:00,METAR KCQT 101647Z AUTO VRB04KT 10SM OVC017 20/15 A2983 RMK AO2 SLP100  T02000150
2023-10-10 10:40:00,KCQT 101740Z AUTO 00000KT 10SM SCT020 22/14 A2983 RMK AO2  T02170144
2023-10-10 10:47:00,KCQT 101747Z AUTO VRB03KT 10SM SCT022 22/14 A2983 RMK AO2 SLP099  T02220144 10222 20161 50007
2023-10-10 11:09:00,KCQT 101809Z AUTO 00000KT 10SM BKN024 22/14 A2983 RMK AO2  T02220144
2023-10-10 11:19:00,SPECI KCQT 101819Z AUTO 00000KT 10SM SCT026 23/14 A2982 RMK AO2 T02280144
2023-10-10 11:32:00,SPECI KCQT 101832Z AUTO 00000KT 10SM BKN026 23/14 A2982 RMK AO2 T02280139
2023-10-10 11:38:00,SPECI KCQT 101838Z AUTO 00000KT 10SM SCT027 23/14 A2982 RMK AO2 T02280144
2023-10-10 11:47:00,KCQT 101847Z AUTO 00000KT 10SM FEW028 23/14 A2982 RMK AO2 SLP095  T02280144
2023-10-10 12:47:00,METAR KCQT 101947Z AUTO 27003KT 10SM SCT028 23/15 A2980 RMK AO2 SLP087  T02330150
2023-10-10 13:47:00,METAR KCQT 102047Z AUTO 00000KT 10SM CLR 23/15 A2976 RMK AO2 SLP076  T02330150 58022
2023-10-10 14:47:00,KCQT 102147Z AUTO VRB04KT 10SM CLR 24/16 A2975 RMK AO2 SLP071  T02390156
2023-10-10 15:47:00,METAR KCQT 102247Z AUTO 25004KT 10SM CLR 23/15 A2975 RMK AO2 SLP071  T02330150
2023-10-10 16:47:00,METAR KCQT 102347Z AUTO VRB03KT 10SM CLR 22/16 A2973 RMK AO2 SLP067  T02220156 10244 20211 56010
2023-10-10 17:47:00,KCQT 110047Z AUTO 00000KT 10SM CLR 21/16 A2973 RMK AO2 SLP065  T02060156
2023-10-10 18:47:00,METAR KCQT 110147Z AUTO 00000KT 10SM CLR 19/16 A2973 RMK AO2 SLP066  T01940156
2023-10-10 19:47:00,METAR KCQT 110247Z AUTO 00000KT 10SM CLR 19/16 A2974 RMK AO2 SLP068  T01940156 53002
2023-10-10 20:47:00,METAR KCQT 110347Z AUTO 00000KT 10SM FEW010 19/16 A2974 RMK AO2 SLP070  T01890156
2023-10-10 21:47:00,METAR KCQT 110447Z AUTO 00000KT 7SM CLR 18/17 A2974 RMK AO2 SLP068  T01830167
2023-10-10 22:47:00,METAR KCQT 110547Z AUTO 00000KT 10SM FEW024 18/16 A2974 RMK AO2 SLP067  T01830161 10222 20183 58001
2023-10-10 22:58:00,SPECI KCQT 110558Z AUTO 00000KT 7SM BKN024 18/16 A2973 RMK AO2 T01830161
2023-10-10 23:47:00,KCQT 110647Z AUTO 00000KT 10SM OVC021 18/16 A2973 RMK AO2 SLP063  T01830161
